timestamp,open,high,low,close,volume
2022-09-30 04:00:00,143.59,143.59,143.1,143.49,4060
2022-09-30 04:01:00,143.49,143.49,143.38,143.38,481
2022-09-30 04:02:00,143.22,143.22,143.22,143.22,107
2022-09-30 04:03:00,143.39,143.39,143.21,143.23,2811
2022-09-30 04:04:00,143.3,143.32,143.3,143.32,309
